行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
8347.0, CN-2016-2316295, 42660.0, 二级, 常惠-14305, 常惠英, 消费者, 呼和浩特, 内蒙古, 中国, 华北, 办公用-标签-10002535, 办公用品, 标签, Hon 可去除的标签, 耐用, 83.69999999999999, 9.0, 0.0, 9.94
8349.0, CN-2018-1123287, 43308.0, 标准级, 黄丽-15820, 黄丽, 消费者, 本溪, 辽宁, 中国, 东北, 技术-配件-10000080, 技术, 配件, Memorex 键区, 可编程, 164.788, 9.0, 0.37, -6.552000000000007
8350.0, CN-2018-1123287, 43308.0, 标准级, 黄丽-15820, 黄丽, 消费者, 本溪, 辽宁, 中国, 东北, 办公用-信封-10003279, 办公用品, 信封, Kraft 邮寄品, 每套 50 个, 209.70000000000002, 9.0, 0.0, 15.680000000000001
8351.0, CN-2018-1123287, 43308.0, 标准级, 黄丽-15820, 黄丽, 消费者, 本溪, 辽宁, 中国, 东北, 办公用-系固-10002483, 办公用品, 系固件, Stockwell 回形针, 混合尺寸, 65.752, 9.0, 0.37, 0.39199999999999946
8352.0, CN-2016-5525339, 42371.0, 二级, 俞毅-12520, 俞毅, 消费者, 江口, 福建, 中国, 华东, 家具-椅子-10003377, 家具, 椅子, SAFCO 折叠椅, 黑色, 422.64, 9.0, 0.0, 23.24
8353.0, CN-2016-5525339, 42371.0, 二级, 俞毅-12520, 俞毅, 消费者, 江口, 福建, 中国, 华东, 技术-配件-10003567, 技术, 配件, 罗技 鼠标, 回收, 286.84000000000003, 10.0, 0.0, 83.16000000000001
8354.0, CN-2016-5525339, 42371.0, 二级, 俞毅-12520, 俞毅, 消费者, 江口, 福建, 中国, 华东, 技术-复印-10004787, 技术, 复印机, 佳能 墨水, 红色, 2068.8999999999996, 11.0, 0.0, 793.3800000000001
8355.0, CN-2016-5525339, 42371.0, 二级, 俞毅-12520, 俞毅, 消费者, 江口, 福建, 中国, 华东, 技术-电话-10003187, 技术, 电话, 诺基亚 充电器, 混合尺寸, 20905.06, 15.0, 0.0, 9808.82
8356.0, CN-2016-5525339, 42371.0, 二级, 俞毅-12520, 俞毅, 消费者, 江口, 福建, 中国, 华东, 办公用-收纳-10000198, 办公用品, 收纳具, Rogers 盒, 工业, 490.40000000000003, 12.0, 0.0, 127.67999999999999
8357.0, CN-2019-2547654, 43584.0, 当日, 邱明-18280, 邱明, 公司, 辽源, 吉林, 中国, 东北, 家具-用具-10001802, 家具, 用具, Deflect-O 闹钟, 耐用, 696.76, 11.0, 0.0, 331.38
8358.0, CN-2019-2547654, 43584.0, 当日, 邱明-18280, 邱明, 公司, 辽源, 吉林, 中国, 东北, 办公用-标签-10001238, 办公用品, 标签, Avery 合法证物标签, 耐用, 198.22, 11.0, 0.0, 47.459999999999994
8359.0, US-2019-2447332, 43681.0, 二级, 王敬-14965, 王敬, 公司, 兴化, 江苏, 中国, 华东, 办公用-装订-10002707, 办公用品, 装订机, Ibico 标签, 耐用, 92.296, 10.0, 0.37, -19.544000000000004
8360.0, US-2019-2447332, 43681.0, 二级, 王敬-14965, 王敬, 公司, 兴化, 江苏, 中国, 华东, 办公用-信封-10003279, 办公用品, 信封, Kraft 邮寄品, 每套 50 个, 912.5000000000001, 13.0, 0.0, 78.4
8361.0, US-2019-2447332, 43681.0, 二级, 王敬-14965, 王敬, 公司, 兴化, 江苏, 中国, 华东, 技术-电话-10004300, 技术, 电话, 苹果 智能手机, 整包, 1070.476, 11.0, 0.37, -432.2640000000001
8362.0, US-2019-2447332, 43681.0, 二级, 王敬-14965, 王敬, 公司, 兴化, 江苏, 中国, 华东, 办公用-美术-10001691, 办公用品, 美术, Sanford 钢笔, 混合尺寸, 73.984, 11.0, 0.8, -122.13600000000004
8363.0, CN-2016-4443651, 42692.0, 二级, 邹伟-21610, 邹伟, 消费者, 泰兴, 江苏, 中国, 华东, 办公用-收纳-10002430, 办公用品, 收纳具, Rogers 文件车, 单宽度, 3338.7000000000003, 13.0, 0.0, 1321.6
8364.0, CN-2016-4443651, 42692.0, 二级, 邹伟-21610, 邹伟, 消费者, 泰兴, 江苏, 中国, 华东, 技术-配件-10003923, 技术, 配件, SanDisk 记忆卡, 实惠, 1607.7399999999998, 13.0, 0.37, -524.8599999999999
8365.0, CN-2016-4443651, 42692.0, 二级, 邹伟-21610, 邹伟, 消费者, 泰兴, 江苏, 中国, 华东, 办公用-系固-10003118, 办公用品, 系固件, Stockwell 夹子, 混合尺寸, 314.224, 14.0, 0.37, -47.37600000000003
8366.0, CN-2018-3700485, 43208.0, 标准级, 赵幂-18055, 赵幂, 消费者, 鹤岗, 黑龙江, 中国, 东北, 家具-用具-10002284, 家具, 用具, Rubvermaid 闹钟, 优质, 716.9200000000001, 11.0, 0.0, 27.299999999999997
8367.0, CN-2016-2936253, 42648.0, 标准级, 付丽-15790, 付丽, 消费者, 朝阳, 辽宁, 中国, 东北, 技术-电话-10004865, 技术, 电话, 诺基亚 智能手机, 蓝色, 2332.7999999999997, 12.0, 0.0, 275.52
8368.0, CN-2016-2936253, 42648.0, 标准级, 付丽-15790, 付丽, 消费者, 朝阳, 辽宁, 中国, 东北, 办公用-装订-10002432, 办公用品, 装订机, Avery 打孔机, 耐用, 582.24, 12.0, 0.0, 10.64
8369.0, CN-2018-2872339, 43355.0, 二级, 陈宣-20815, 陈宣, 公司, 锡林浩特, 内蒙古, 中国, 华北, 办公用-标签-10000859, 办公用品, 标签, Hon 合法证物标签, 白色, 84.68, 9.0, 0.0, 1.4000000000000001
8370.0, CN-2017-5667067, 42864.0, 标准级, 徐健-14590, 徐健, 公司, 北京, 北京, 中国, 华北, 家具-椅子-10003692, 家具, 椅子, SAFCO 扶手椅, 红色, 6494.019999999999, 11.0, 0.0, 2842.14
8371.0, CN-2017-5667067, 42864.0, 标准级, 徐健-14590, 徐健, 公司, 北京, 北京, 中国, 华北, 办公用-收纳-10003186, 办公用品, 收纳具, Rogers 盘, 单宽度, 609.96, 10.0, 0.0, 230.16000000000003
8372.0, US-2019-1850111, 43589.0, 一级, 曹冬-12445, 曹冬露, 消费者, 邢台, 河北, 中国, 华北, 家具-书架-10003499, 家具, 书架, 宜家 书库, 金属, 5113.9, 11.0, 0.0, 914.3399999999999
8373.0, US-2019-1850111, 43589.0, 一级, 曹冬-12445, 曹冬露, 消费者, 邢台, 河北, 中国, 华北, 办公用-系固-10002368, 办公用品, 系固件, OIC 回形针, 混合尺寸, 89.44, 9.0, 0.0, 0.9800000000000001
8374.0, CN-2017-3378788, 43047.0, 标准级, 田丽-16495, 田丽娜, 公司, 昆明, 云南, 中国, 西南, 技术-复印-10000971, 技术, 复印机, Brother 墨水, 彩色, 1144.5920000000003, 10.0, 0.2, -236.20800000000008
8376.0, CN-2018-2067445, 43419.0, 标准级, 楚虢-13465, 楚虢, 消费者, 洛阳, 广东, 中国, 中南, 办公用-纸张-10002298, 办公用品, 纸张, 施乐 计划信息表, 优质, 224.12, 10.0, 0.0, 60.76
8377.0, CN-2018-3189070, 43289.0, 标准级, 白德-12205, 白德伟, 消费者, 唐山, 河北, 中国, 华北, 办公用-信封-10002222, 办公用品, 信封, Kraft 马尼拉纸信封, 银色, 168.82, 9.0, 0.0, 33.6
8378.0, CN-2018-3189070, 43289.0, 标准级, 白德-12205, 白德伟, 消费者, 唐山, 河北, 中国, 华北, 技术-配件-10004359, 技术, 配件, Memorex 键区, 回收, 1640.0800000000002, 16.0, 0.0, 192.64
8379.0, CN-2018-3189070, 43289.0, 标准级, 白德-12205, 白德伟, 消费者, 唐山, 河北, 中国, 华北, 办公用-收纳-10004402, 办公用品, 收纳具, Smead 盘, 单宽度, 713.1399999999999, 11.0, 0.0, 128.94
8384.0, CN-2019-4921616, 43643.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 通州, 北京, 中国, 华北, 办公用-用品-10001002, 办公用品, 用品, Acme 剪刀, 锯齿状, 963.8799999999999, 17.0, 0.0, 64.26
8385.0, CN-2019-4164715, 43489.0, 标准级, 巩关-15595, 巩关茵, 公司, 抚顺, 辽宁, 中国, 东北, 家具-椅子-10004390, 家具, 椅子, SAFCO 扶手椅, 每套两件, 2630.6079999999997, 10.0, 0.37, 302.8480000000002
8386.0, CN-2019-4164715, 43489.0, 标准级, 巩关-15595, 巩关茵, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-纸张-10004671, 办公用品, 纸张, Enermax 信纸, 优质, 473.6, 10.0, 0.0, 131.88
8387.0, CN-2019-4164715, 43489.0, 标准级, 巩关-15595, 巩关茵, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-系固-10002531, 办公用品, 系固件, Stockwell 回形针, 金属, 377.22400000000005, 17.0, 0.37, -167.07600000000002
8388.0, CN-2019-4164715, 43489.0, 标准级, 巩关-15595, 巩关茵, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-标签-10003121, 办公用品, 标签, Avery 有色标签, 红色, 584.62, 17.0, 0.0, 93.24
8389.0, CN-2018-1321997, 43331.0, 二级, 李丽-17365, 李丽丽, 消费者, 天津, 天津, 中国, 华北, 技术-设备-10002164, 技术, 设备, 松下 打印机, 耐用, 2522.36, 10.0, 0.0, 298.48
8390.0, CN-2018-1321997, 43331.0, 二级, 李丽-17365, 李丽丽, 消费者, 天津, 天津, 中国, 华北, 办公用-装订-10003061, 办公用品, 装订机, Wilson Jones 订书机, 回收, 494.32000000000005, 10.0, 0.0, 27.439999999999998
8391.0, CN-2017-1398732, 43061.0, 标准级, 邓秋-11590, 邓秋, 公司, 钟祥, 湖北, 中国, 中南, 办公用-标签-10000799, 办公用品, 标签, Hon 文件夹标签, 红色, 152.44, 11.0, 0.0, 13.02
8392.0, CN-2017-1398732, 43061.0, 标准级, 邓秋-11590, 邓秋, 公司, 钟祥, 湖北, 中国, 中南, 办公用-纸张-10004825, 办公用品, 纸张, 施乐 令, 回收, 279.0, 10.0, 0.0, 21.84
8393.0, US-2017-5339863, 42985.0, 标准级, 俞毅-12520, 俞毅, 消费者, 洛阳, 广东, 中国, 中南, 办公用-美术-10000263, 办公用品, 美术, Boston 荧光笔, 整包, 176.912, 10.0, 0.2, -34.048
8394.0, US-2017-5339863, 42985.0, 标准级, 俞毅-12520, 俞毅, 消费者, 洛阳, 广东, 中国, 中南, 办公用-系固-10000081, 办公用品, 系固件, Stockwell 订书钉, 混合尺寸, 217.4, 13.0, 0.0, 62.300000000000004
8395.0, US-2018-3670764, 43208.0, 标准级, 冯婷-21040, 冯婷, 小型企业, 宜城, 湖北, 中国, 中南, 家具-椅子-10001287, 家具, 椅子, Hon 摇椅, 黑色, 751.864, 10.0, 0.37, -335.216
8396.0, US-2018-3670764, 43208.0, 标准级, 冯婷-21040, 冯婷, 小型企业, 宜城, 湖北, 中国, 中南, 办公用-纸张-10004938, 办公用品, 纸张, SanDisk 信纸, 回收, 1161.7, 13.0, 0.0, 112.70000000000002
8397.0, CN-2016-2640851, 42725.0, 一级, 贾廉-17215, 贾廉, 消费者, 常德, 湖南, 中国, 中南, 办公用-系固-10003020, 办公用品, 系固件, Stockwell 订书钉, 每包 12 个, 401.36, 16.0, 0.0, 32.48
8398.0, CN-2019-5022660, 43694.0, 标准级, 邱荷-13690, 邱荷, 消费者, 呼和浩特, 内蒙古, 中国, 华北, 办公用-收纳-10000735, 办公用品, 收纳具, Fellowes 文件夹, 单宽度, 280.67999999999995, 10.0, 0.0, 86.24000000000001
8399.0, CN-2018-5632123, 43403.0, 标准级, 殷菊-15085, 殷菊, 消费者, 蒙阴, 山东, 中国, 华东, 家具-椅子-10001896, 家具, 椅子, Office Star 椅垫, 黑色, 2104.74, 15.0, 0.0, 785.96
8400.0, US-2019-5840887, 43678.0, 二级, 夏柏-18955, 夏柏, 小型企业, 周口, 河南, 中国, 中南, 家具-书架-10004683, 家具, 书架, Bush 古典书架, 黑色, 11626.84, 14.0, 0.0, 2666.16
8401.0, US-2019-5840887, 43678.0, 二级, 夏柏-18955, 夏柏, 小型企业, 周口, 河南, 中国, 中南, 家具-椅子-10000374, 家具, 椅子, Harbour Creations 椅垫, 可调, 346.858, 9.0, 0.1, 125.118
8402.0, US-2019-5840887, 43678.0, 二级, 夏柏-18955, 夏柏, 小型企业, 周口, 河南, 中国, 中南, 家具-椅子-10003377, 家具, 椅子, SAFCO 折叠椅, 黑色, 733.552, 10.0, 0.1, -31.24800000000001
8403.0, US-2019-5840887, 43678.0, 二级, 夏柏-18955, 夏柏, 小型企业, 周口, 河南, 中国, 中南, 办公用-标签-10001201, 办公用品, 标签, Avery 合法证物标签, 红色, 138.16, 10.0, 0.0, 11.200000000000001
8405.0, US-2017-1154983, 42743.0, 一级, 万达-11815, 万达侠, 公司, 镇江, 江苏, 中国, 华东, 办公用-装订-10000183, 办公用品, 装订机, Cardinal 订书机, 实惠, 173.35600000000002, 9.0, 0.37, -7.084000000000032
8406.0, US-2017-1154983, 42743.0, 一级, 万达-11815, 万达侠, 公司, 镇江, 江苏, 中国, 华东, 办公用-标签-10001607, 办公用品, 标签, Avery 圆形标签, 可调, 81.03999999999999, 10.0, 0.0, 0.84
8407.0, CN-2017-2161331, 42887.0, 标准级, 郭升-20140, 郭升, 公司, 蚌埠, 安徽, 中国, 华东, 办公用-美术-10000951, 办公用品, 美术, Sanford 钢笔, 整包, 76.44800000000001, 9.0, 0.2, -4.312000000000002
8408.0, CN-2018-1410437, 43383.0, 标准级, 涂珑-17875, 涂珑, 小型企业, 萍乡, 江西, 中国, 华东, 家具-用具-10002425, 家具, 用具, Advantus 闹钟, 优质, 1667.66, 15.0, 0.0, 505.68000000000006
8409.0, CN-2019-2989709, 43685.0, 标准级, 万冬-12460, 万冬露, 消费者, 禹州, 河南, 中国, 中南, 办公用-装订-10000622, 办公用品, 装订机, Cardinal 打孔机, 实惠, 302.8, 10.0, 0.0, 24.08
8410.0, US-2017-5922906, 43095.0, 二级, 何娇-14650, 何娇, 公司, 广州, 广东, 中国, 中南, 家具-椅子-10003692, 家具, 椅子, SAFCO 扶手椅, 红色, 15538.047999999999, 16.0, 0.1, 5856.368
8411.0, CN-2018-5598912, 43189.0, 标准级, 唐欢-14170, 唐欢悦, 消费者, 石嘴山, 宁夏, 中国, 西北, 办公用-纸张-10003708, 办公用品, 纸张, Eaton 计划信息表, 每包 12 个, 264.72, 10.0, 0.0, 11.479999999999999
8412.0, CN-2018-2936253, 43255.0, 标准级, 徐婵-11005, 徐婵, 小型企业, 淮南, 安徽, 中国, 华东, 技术-配件-10000513, 技术, 配件, 贝尔金 键区, 实惠, 1381.5, 13.0, 0.0, 282.8
8413.0, CN-2018-5673737, 43429.0, 标准级, 郭莲-17005, 郭莲, 消费者, 西安, 陕西, 中国, 西北, 办公用-标签-10000039, 办公用品, 标签, Avery 可去除的标签, 白色, 234.48000000000002, 12.0, 0.0, 7.840000000000001
8414.0, CN-2018-5673737, 43429.0, 标准级, 郭莲-17005, 郭莲, 消费者, 西安, 陕西, 中国, 西北, 办公用-系固-10002340, 办公用品, 系固件, OIC 按钉, 每包 12 个, 234.76, 11.0, 0.0, 3.7800000000000002
8415.0, CN-2018-5673737, 43429.0, 标准级, 郭莲-17005, 郭莲, 消费者, 西安, 陕西, 中国, 西北, 家具-椅子-10003780, 家具, 椅子, Harbour Creations 扶手椅, 红色, 11084.9, 13.0, 0.0, 4862.2
8416.0, CN-2016-2665116, 42635.0, 二级, 韦锦-14950, 韦锦, 消费者, 洛阳, 福建, 中国, 华东, 办公用-标签-10002765, 办公用品, 标签, Novimex 可去除的标签, 可调, 179.04, 12.0, 0.0, 3.9200000000000004
8417.0, CN-2019-1815663, 43682.0, 当日, 周诚-11275, 周诚, 公司, 河源, 广东, 中国, 中南, 办公用-系固-10000296, 办公用品, 系固件, Stockwell 按钉, 每包 12 个, 98.4, 9.0, 0.0, 30.800000000000004
8418.0, CN-2019-1815663, 43682.0, 当日, 周诚-11275, 周诚, 公司, 河源, 广东, 中国, 中南, 办公用-信封-10004202, 办公用品, 信封, Ames 邮寄品, 每套 50 个, 535.9, 11.0, 0.0, 39.9
8419.0, CN-2019-1815663, 43682.0, 当日, 周诚-11275, 周诚, 公司, 河源, 广东, 中国, 中南, 办公用-标签-10002109, 办公用品, 标签, Harbour Creations 合法证物标签, 耐用, 192.76, 11.0, 0.0, 2.9400000000000004
8420.0, US-2019-3378788, 43662.0, 一级, 黄芳-12760, 黄芳, 公司, 鞍山, 辽宁, 中国, 东北, 办公用-系固-10000833, 办公用品, 系固件, Accos 橡皮筋, 每包 12 个, 169.324, 11.0, 0.37, -54.516000000000005
8421.0, CN-2017-1966706, 43013.0, 标准级, 付丽-15790, 付丽, 消费者, 日照, 山东, 中国, 华东, 办公用-器具-10003071, 办公用品, 器具, Cuisinart 烤面包机, 黑色, 774.4600000000002, 11.0, 0.0, 288.54
8422.0, CN-2017-4998591, 42870.0, 标准级, 潘丽-16240, 潘丽美, 公司, 西安, 陕西, 中国, 西北, 家具-椅子-10000210, 家具, 椅子, Harbour Creations 扶手椅, 每套两件, 17799.44, 16.0, 0.0, 3374.56
8423.0, CN-2017-4998591, 42870.0, 标准级, 潘丽-16240, 潘丽美, 公司, 西安, 陕西, 中国, 西北, 家具-用具-10003876, 家具, 用具, Deflect-O 相框, 一包多件, 1246.4, 13.0, 0.0, 96.6
8424.0, US-2018-4505574, 43303.0, 标准级, 余德-12100, 余德, 小型企业, 株洲, 湖南, 中国, 中南, 家具-书架-10004191, 家具, 书架, Dania 柜, 金属, 5952.219999999999, 17.0, 0.0, 709.3799999999999
8425.0, US-2018-4505574, 43303.0, 标准级, 余德-12100, 余德, 小型企业, 株洲, 湖南, 中国, 中南, 办公用-美术-10003735, 办公用品, 美术, Binney & Smith 速写本, 蓝色, 552.784, 11.0, 0.2, 187.82399999999998
8426.0, CN-2018-5966135, 43122.0, 标准级, 王庆-19555, 王庆缘, 消费者, 荆州, 湖北, 中国, 中南, 办公用-器具-10002486, 办公用品, 器具, Hoover 烤面包机, 银色, 506.58400000000006, 10.0, 0.37, -7.896000000000015
8427.0, CN-2018-4862116, 43418.0, 标准级, 罗霖-17530, 罗霖, 消费者, 天津, 天津, 中国, 华北, 办公用-信封-10000469, 办公用品, 信封, Kraft 邮寄品, 红色, 995.1, 13.0, 0.0, 345.80000000000007
8428.0, CN-2018-4862116, 43418.0, 标准级, 罗霖-17530, 罗霖, 消费者, 天津, 天津, 中国, 华北, 办公用-系固-10001746, 办公用品, 系固件, Advantus 回形针, 整包, 424.6, 14.0, 0.0, 89.03999999999999
8429.0, CN-2018-4862116, 43418.0, 标准级, 罗霖-17530, 罗霖, 消费者, 天津, 天津, 中国, 华北, 技术-电话-10003758, 技术, 电话, 摩托罗拉 充电器, 蓝色, 21028.539999999997, 15.0, 0.0, 2308.8799999999997
8430.0, CN-2018-4190541, 43319.0, 标准级, 范刚-13135, 范刚, 消费者, 晋城, 山西, 中国, 华北, 办公用-器具-10003404, 办公用品, 器具, Hamilton Beach 咖啡研磨机, 黑色, 819.68, 12.0, 0.0, 23.52
8431.0, CN-2018-4190541, 43319.0, 标准级, 范刚-13135, 范刚, 消费者, 晋城, 山西, 中国, 华北, 技术-配件-10000138, 技术, 配件, 贝尔金 鼠标, 可编程, 821.9200000000001, 12.0, 0.0, 62.720000000000006
8432.0, CN-2017-1182921, 42879.0, 标准级, 熊丽-15805, 熊丽, 公司, 绥棱, 黑龙江, 中国, 东北, 办公用-收纳-10003711, 办公用品, 收纳具, Rogers 盒, 蓝色, 257.72, 10.0, 0.0, 111.72
8433.0, CN-2017-1900344, 42951.0, 标准级, 唐忠-11545, 唐忠, 公司, 潍坊, 山东, 中国, 华东, 办公用-收纳-10004131, 办公用品, 收纳具, Rogers 文件夹, 金属, 589.5199999999999, 12.0, 0.0, 205.51999999999998
8435.0, CN-2017-3108642, 43065.0, 一级, 袁临-17485, 袁临耀, 消费者, 桦甸, 吉林, 中国, 东北, 技术-电话-10000619, 技术, 电话, 三星 音频基座, 整包, 1591.92, 10.0, 0.0, 46.48
8436.0, US-2018-5260002, 43242.0, 标准级, 马锦-14890, 马锦, 公司, 都匀, 贵州, 中国, 西南, 家具-书架-10001846, 家具, 书架, Dania 搁架, 传统, 3985.5, 13.0, 0.0, 1343.3000000000002
8437.0, CN-2019-1966706, 43610.0, 二级, 陈莲-16930, 陈莲, 公司, 唐山, 河北, 中国, 华北, 办公用-器具-10001757, 办公用品, 器具, KitchenAid 炉灶, 黑色, 8008.12, 11.0, 0.0, 3109.6800000000003
8438.0, CN-2018-4980108, 43244.0, 标准级, 邱丽-17620, 邱丽雪, 公司, 临沂, 山东, 中国, 华东, 技术-配件-10004359, 技术, 配件, Memorex 键区, 回收, 1037.8000000000002, 13.0, 0.0, 120.39999999999999
8439.0, CN-2018-4980108, 43244.0, 标准级, 邱丽-17620, 邱丽雪, 公司, 临沂, 山东, 中国, 华东, 办公用-收纳-10004933, 办公用品, 收纳具, Fellowes 盘, 单宽度, 301.96000000000004, 9.0, 0.0, 18.62
8440.0, CN-2017-4261740, 42773.0, 二级, 牛黎-16390, 牛黎明, 公司, 大庆, 黑龙江, 中国, 东北, 家具-用具-10003358, 家具, 用具, Advantus 灯泡, 一包多件, 315.82, 11.0, 0.0, 56.28
8442.0, CN-2017-1190387, 42913.0, 标准级, 周冬-12385, 周冬露, 消费者, 寿光, 山东, 中国, 华东, 办公用-收纳-10004690, 办公用品, 收纳具, Fellowes 盘, 工业, 1384.3, 13.0, 0.0, 593.6
8443.0, US-2018-4116715, 43405.0, 一级, 黄娟-15130, 黄娟, 消费者, 宁波, 浙江, 中国, 华东, 办公用-用品-10004822, 办公用品, 用品, Acme 剪刀, 钢, 242.656, 11.0, 0.37, -10.584000000000032
8444.0, US-2018-4116715, 43405.0, 一级, 黄娟-15130, 黄娟, 消费者, 宁波, 浙江, 中国, 华东, 办公用-纸张-10002175, 办公用品, 纸张, 施乐 羊皮纸, 优质, 281.52, 12.0, 0.0, 81.2
8445.0, CN-2017-4482834, 43034.0, 一级, 沈聪-11710, 沈聪, 消费者, 集宁, 内蒙古, 中国, 华北, 家具-用具-10002645, 家具, 用具, Advantus 灯泡, 耐用, 177.63999999999996, 11.0, 0.37, -95.75999999999999
8446.0, CN-2018-4080706, 43249.0, 标准级, 蔡晨-11200, 蔡晨, 消费者, 汕头, 广东, 中国, 中南, 办公用-信封-10004013, 办公用品, 信封, GlobeWeis 外皮和封条, 每套 50 个, 632.92, 14.0, 0.0, 35.28
8447.0, CN-2017-4171126, 42886.0, 标准级, 殷凤-13030, 殷凤, 小型企业, 岳阳, 湖南, 中国, 中南, 办公用-信封-10004110, 办公用品, 信封, Ames 搭扣信封, 银色, 168.4, 11.0, 0.0, 1.26
