行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
7600, CN-2018-4451680,43334,43339, 二级, 程安-10105, 程安, 消费者, 安阳, 河南, 中国, 中南, 办公用-纸张-10002247, 办公用品, 纸张, 施乐 令, 每包 12 个,602.96,12,0,159.04
7601, CN-2018-4451680,43334,43339, 二级, 程安-10105, 程安, 消费者, 安阳, 河南, 中国, 中南, 家具-椅子-10001812, 家具, 椅子, Harbour Creations 折叠椅, 可调,1298.788,11,0.1,295.008
7602, CN-2018-4451680,43334,43339, 二级, 程安-10105, 程安, 消费者, 安阳, 河南, 中国, 中南, 办公用-装订-10003861, 办公用品, 装订机, Avery 打孔机, 实惠,684.3,13,0,32.2
7603, CN-2019-4596452,43767,43773, 标准级, 朱丽-17335, 朱丽丽, 小型企业, 长春, 吉林, 中国, 东北, 技术-设备-10003419, 技术, 设备, 冲电器 收据打印机, 白色,2298.64,12,0,566.16
7604, CN-2019-4596452,43767,43773, 标准级, 朱丽-17335, 朱丽丽, 小型企业, 长春, 吉林, 中国, 东北, 家具-椅子-10001807, 家具, 椅子, SAFCO 折叠椅, 每套两件,2907.36,15,0,430.22
7605, CN-2019-4596452,43767,43773, 标准级, 朱丽-17335, 朱丽丽, 小型企业, 长春, 吉林, 中国, 东北, 技术-电话-10003187, 技术, 电话, 诺基亚 充电器, 混合尺寸,11960.32,12,0,5605.04
7606, CN-2019-1118715,43646,43648, 一级, 邢德-12160, 邢德伟, 消费者, 昆明, 云南, 中国, 西南, 办公用-纸张-10002408, 办公用品, 纸张, 施乐 计划信息表, 每包 12 个,491.52,12,0,22.4
7607, CN-2019-1118715,43646,43648, 一级, 邢德-12160, 邢德伟, 消费者, 昆明, 云南, 中国, 西南, 办公用-用品-10004143, 办公用品, 用品, Kleencut 美工刀, 锯齿状,472.9,11,0,149.1
7608, CN-2019-1118715,43646,43648, 一级, 邢德-12160, 邢德伟, 消费者, 昆明, 云南, 中国, 西南, 技术-复印-10000732, 技术, 复印机, Hewlett 个人复印机, 彩色,1665.952,11,0.2,-61.488
7613, CN-2019-5386927,43556,43558, 一级, 秦刚-13075, 秦刚, 公司, 重庆, 重庆, 中国, 西南, 办公用-系固-10003871, 办公用品, 系固件, Stockwell 订书钉, 每包 12 个,129.48,10,0,1.68
7614, CN-2019-5386927,43556,43558, 一级, 秦刚-13075, 秦刚, 公司, 重庆, 重庆, 中国, 西南, 技术-配件-10002176, 技术, 配件, 贝尔金 鼠标, 耐用,988.8,13,0,219.1
7615, CN-2019-5386927,43556,43558, 一级, 秦刚-13075, 秦刚, 公司, 重庆, 重庆, 中国, 西南, 家具-桌子-10002841, 家具, 桌子, Lesro 会议桌, 组装,19276.72,16,0.37,-4490.08
7616, CN-2019-5386927,43556,43558, 一级, 秦刚-13075, 秦刚, 公司, 重庆, 重庆, 中国, 西南, 家具-用具-10000579, 家具, 用具, Eldon 门挡, 一包多件,1205.8,13,0,35
7617, CN-2019-5386927,43556,43558, 一级, 秦刚-13075, 秦刚, 公司, 重庆, 重庆, 中国, 西南, 家具-用具-10002645, 家具, 用具, Advantus 灯泡, 耐用,193.6,10,0,0
7618, US-2018-5703090,43110,43114, 二级, 严珑-17890, 严珑, 小型企业, 天津, 天津, 中国, 华北, 办公用-收纳-10002508, 办公用品, 收纳具, Fellowes 锁柜, 单宽度,1969.36,10,0,754.6
7619, US-2018-5703090,43110,43114, 二级, 严珑-17890, 严珑, 小型企业, 天津, 天津, 中国, 华北, 技术-配件-10001617, 技术, 配件, Memorex 鼠标, 耐用,166.44,9,0,30.38
7620, US-2018-5703090,43110,43114, 二级, 严珑-17890, 严珑, 小型企业, 天津, 天津, 中国, 华北, 家具-椅子-10000908, 家具, 椅子, Office Star 凳子, 每套两件,1678.44,10,0,131.32
7621, CN-2017-2900587,42882,42885, 二级, 牛德-12190, 牛德伟, 消费者, 枝城, 湖北, 中国, 中南, 技术-配件-10003364, 技术, 配件, SanDisk 键盘, 实惠,718.432,11,0.37,-285.348
7622, CN-2017-2900587,42882,42885, 二级, 牛德-12190, 牛德伟, 消费者, 枝城, 湖北, 中国, 中南, 技术-复印-10001211, 技术, 复印机, 夏普 墨水, 彩色,1443.52,12,0.37,-94.08
7623, CN-2016-4482834,42620,42625, 标准级, 潘荷-13735, 潘荷, 小型企业, 太原, 山西, 中国, 华北, 办公用-美术-10004690, 办公用品, 美术, Binney & Smith 铅笔刀, 金属,294.68,10,0,5.04
7624, CN-2016-4482834,42620,42625, 标准级, 潘荷-13735, 潘荷, 小型企业, 太原, 山西, 中国, 华北, 技术-配件-10000300, 技术, 配件, 贝尔金 记忆卡, 实惠,4856.02,17,0,1832.04
7625, CN-2018-2747579,43361,43365, 标准级, 贾伟-21415, 贾伟, 消费者, 周口, 河南, 中国, 中南, 家具-用具-10003029, 家具, 用具, Rubvermaid 相框, 一包多件,759.34,11,0,195.72
7626, CN-2018-2747579,43361,43365, 标准级, 贾伟-21415, 贾伟, 消费者, 周口, 河南, 中国, 中南, 办公用-系固-10003701, 办公用品, 系固件, Stockwell 图钉, 混合尺寸,182.26,11,0,11.76
7627, CN-2018-3746616,43432,43437, 二级, 杨健-14605, 杨健, 消费者, 乐山, 四川, 中国, 西南, 办公用-用品-10001178, 办公用品, 用品, Elite 尺子, 钢,144.88,11,0.37,5.46
7628, CN-2017-5869494,43034,43038, 标准级, 洪梦-18205, 洪梦, 公司, 上海, 上海, 中国, 华东, 家具-用具-10002002, 家具, 用具, Deflect-O 门挡, 优质,629.98,11,0,154.56
7629, US-2019-4217149,43472,43477, 标准级, 施丽-17380, 施丽丽, 公司, 汶上, 山东, 中国, 华东, 办公用-收纳-10004248, 办公用品, 收纳具, Fellowes 搁板, 工业,578.32,10,0,250.32
7631, US-2018-2136895,43259,43266, 标准级, 袁丽-16555, 袁丽娜, 公司, 枝江, 湖北, 中国, 中南, 办公用-信封-10003334, 办公用品, 信封, Cameo 马尼拉纸信封, 红色,746.6,13,0,63.7
7632, US-2018-2136895,43259,43266, 标准级, 袁丽-16555, 袁丽娜, 公司, 枝江, 湖北, 中国, 中南, 技术-电话-10004909, 技术, 电话, 诺基亚 办公室电话机, 蓝色,398.728,10,0.37,-145.992
7633, US-2018-2136895,43259,43266, 标准级, 袁丽-16555, 袁丽娜, 公司, 枝江, 湖北, 中国, 中南, 家具-用具-10001122, 家具, 用具, Rubvermaid 分层置放架, 一包多件,175.12,10,0.37,-82.32
7634, CN-2019-4647823,43492,43497, 标准级, 贺舟-11425, 贺舟, 消费者, 佳木斯, 黑龙江, 中国, 东北, 办公用-器具-10000575, 办公用品, 器具, Cuisinart 搅拌机, 红色,1284.48,12,0,149.52
7635, CN-2019-4647823,43492,43497, 标准级, 贺舟-11425, 贺舟, 消费者, 佳木斯, 黑龙江, 中国, 东北, 家具-桌子-10000395, 家具, 桌子, Barricks 木桌, 组装,1848.4,9,0.25,459.62
7637, CN-2019-4309040,43701,43706, 标准级, 倪芬-12790, 倪芬, 小型企业, 洛阳, 广东, 中国, 中南, 技术-电话-10003000, 技术, 电话, 思科 信号增强器, 混合尺寸,2199.52,11,0,21.42
7638, CN-2019-4309040,43701,43706, 标准级, 倪芬-12790, 倪芬, 小型企业, 洛阳, 广东, 中国, 中南, 家具-椅子-10000676, 家具, 椅子, SAFCO 椅垫, 可调,557.404,10,0.1,209.244
7639, CN-2017-3562924,43079,43083, 标准级, 常黎-16315, 常黎明, 消费者, 无城, 安徽, 中国, 华东, 办公用-收纳-10000186, 办公用品, 收纳具, Eldon 搁板, 单宽度,938.4,12,0,397.6
7640, CN-2017-5252007,42894,42897, 一级, 钟立-16720, 钟立, 消费者, 吉林市, 吉林, 中国, 东北, 办公用-信封-10002940, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 每套 50 个,161.82,9,0,29.26
7641, CN-2017-3042636,42915,42921, 标准级, 谢君-15190, 谢君, 消费者, 新乡, 河南, 中国, 中南, 技术-复印-10000950, 技术, 复印机, 佳能 传真机, 彩色,7496.7,13,0,2984.8
7642, CN-2017-3042636,42915,42921, 标准级, 谢君-15190, 谢君, 消费者, 新乡, 河南, 中国, 中南, 技术-复印-10004759, 技术, 复印机, 夏普 复印机, 数字化,4496.08,12,0,267.68
7643, CN-2019-5837615,43502,43508, 标准级, 薛健-14560, 薛健, 公司, 宣化, 河北, 中国, 华北, 家具-椅子-10003097, 家具, 椅子, Hon 折叠椅, 可调,1208.74,11,0,434.28
7644, CN-2016-2295401,42606,42606, 当日, 任梅-18115, 任梅, 小型企业, 天津, 天津, 中国, 华北, 办公用-收纳-10000103, 办公用品, 收纳具, Tenex 文件夹, 蓝色,467.44,12,0,90.72
7645, CN-2016-2295401,42606,42606, 当日, 任梅-18115, 任梅, 小型企业, 天津, 天津, 中国, 华北, 办公用-收纳-10003906, 办公用品, 收纳具, Fellowes 文件车, 蓝色,2597.12,12,0,50.96
7646, CN-2019-4433229,43754,43756, 一级, 熊宣-20875, 熊宣, 消费者, 青岛, 山东, 中国, 华东, 办公用-用品-10004001, 办公用品, 用品, Fiskars 大剪刀, 蓝色,923.28,12,0,79.52
7647, US-2017-2501800,43080,43082, 二级, 付立-16750, 付立, 消费者, 广州, 广东, 中国, 中南, 办公用-美术-10004144, 办公用品, 美术, Binney & Smith 速写本, 金属,566.896,11,0.2,-93.324
7648, US-2017-2501800,43080,43082, 二级, 付立-16750, 付立, 消费者, 广州, 广东, 中国, 中南, 办公用-美术-10001683, 办公用品, 美术, Boston 画布, 蓝色,234.256,9,0.2,-17.584
7649, CN-2017-4195666,43030,43032, 二级, 田立-16870, 田立, 消费者, 枣阳, 湖北, 中国, 中南, 家具-椅子-10002209, 家具, 椅子, Office Star 扶手椅, 每套两件,2664.208,10,0.37,-1139.992
7650, CN-2019-1752478,43598,43602, 标准级, 殷珑-17905, 殷珑, 公司, 武汉, 湖北, 中国, 中南, 办公用-标签-10001294, 办公用品, 标签, Hon 合法证物标签, 耐用,296.5,13,0,75.6
7651, CN-2019-1752478,43598,43602, 标准级, 殷珑-17905, 殷珑, 公司, 武汉, 湖北, 中国, 中南, 家具-椅子-10002246, 家具, 椅子, Novimex 沙滩椅, 每套两件,438.964,11,0.37,-20.496
7652, CN-2019-1752478,43598,43602, 标准级, 殷珑-17905, 殷珑, 公司, 武汉, 湖北, 中国, 中南, 家具-椅子-10002161, 家具, 椅子, Harbour Creations 摇椅, 每套两件,1288.456,11,0.37,-83.664
7653, CN-2016-5907567,42648,42650, 二级, 肖良-17125, 肖良, 消费者, 郑州, 河南, 中国, 中南, 办公用-器具-10003361, 办公用品, 器具, Cuisinart 微波炉, 黑色,2627.64,10,0,362.88
7654, CN-2018-1608087,43244,43249, 标准级, 熊光-13390, 熊光, 小型企业, 杭州, 浙江, 中国, 华东, 办公用-标签-10000078, 办公用品, 标签, Novimex 可去除的标签, 红色,169.66,11,0,56.7
7655, CN-2018-1608087,43244,43249, 标准级, 熊光-13390, 熊光, 小型企业, 杭州, 浙江, 中国, 华东, 技术-设备-10004381, 技术, 设备, 松下 电话, 多色,746.656,11,0.37,-475.104
7656, CN-2018-1608087,43244,43249, 标准级, 熊光-13390, 熊光, 小型企业, 杭州, 浙江, 中国, 华东, 办公用-装订-10000749, 办公用品, 装订机, Ibico 打孔机, 透明,452.74,13,0.37,-42.56
7657, CN-2018-2418676,43143,43147, 二级, 施强-19390, 施强, 消费者, 襄城, 河南, 中国, 中南, 家具-用具-10001122, 家具, 用具, Rubvermaid 分层置放架, 一包多件,269.2,10,0,11.76
7658, CN-2018-1594949,43425,43429, 标准级, 孟斯-20980, 孟斯云, 公司, 上海, 上海, 中国, 华东, 办公用-信封-10000372, 办公用品, 信封, Jiffy 邮寄品, 银色,403.32,10,0,10.92
7659, CN-2018-1594949,43425,43429, 标准级, 孟斯-20980, 孟斯云, 公司, 上海, 上海, 中国, 华东, 家具-书架-10003132, 家具, 书架, Dania 古典书架, 黑色,9649.9,13,0,1153.6
7660, US-2017-5834341,43006,43011, 标准级, 许莞-13270, 许莞颖, 小型企业, 庄河, 辽宁, 中国, 东北, 办公用-用品-10003907, 办公用品, 用品, Kleencut 开信刀, 锯齿状,300.112,12,0.37,30.912
7661, CN-2019-2547654,43477,43484, 标准级, 邱荷-13690, 邱荷, 消费者, 鹤岗, 黑龙江, 中国, 东北, 家具-用具-10003485, 家具, 用具, Advantus 闹钟, 黑色,513.64,10,0,4.76
7662, CN-2016-2831197,42713,42717, 标准级, 彭琼-19645, 彭琼, 公司, 开封, 河南, 中国, 中南, 办公用-器具-10001067, 办公用品, 器具, Cuisinart 搅拌机, 黑色,653.92,10,0,204.4
7663, CN-2018-3211633,43345,43351, 标准级, 潘丽-16240, 潘丽美, 公司, 韶关, 广东, 中国, 中南, 办公用-收纳-10003906, 办公用品, 收纳具, Fellowes 文件车, 蓝色,2597.12,12,0,50.96
7664, CN-2018-3211633,43345,43351, 标准级, 潘丽-16240, 潘丽美, 公司, 韶关, 广东, 中国, 中南, 办公用-装订-10001158, 办公用品, 装订机, Avery 装订机盖, 实惠,137.32,10,0,6.16
7665, CN-2019-4282122,43769,43771, 一级, 葛毅-12505, 葛毅, 消费者, 潍坊, 山东, 中国, 华东, 家具-用具-10004607, 家具, 用具, Deflect-O 框架, 一包多件,1575.4,11,0,261.66
7666, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-器具-10001071, 办公用品, 器具, KitchenAid 烤面包机, 红色,750.688,11,0.37,-310.632
7667, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-收纳-10001617, 办公用品, 收纳具, Tenex 锁柜, 金属,5724.16,14,0,2845.08
7668, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 家具-椅子-10002919, 家具, 椅子, Harbour Creations 沙滩椅, 可调,393.016,10,0.37,-131.824
7669, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-系固-10003379, 办公用品, 系固件, Advantus 夹子, 混合尺寸,221.488,12,0.37,-90.832
7670, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-信封-10000017, 办公用品, 信封, Jiffy 局间信封, 银色,717.76,11,0,88.62
7671, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-装订-10003846, 办公用品, 装订机, Cardinal 装订机, 耐用,248.62,13,0.37,-54.18
7672, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-信封-10002009, 办公用品, 信封, GlobeWeis 邮寄品, 回收,731.2,12,0,278.88
7673, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-纸张-10003542, 办公用品, 纸张, SanDisk 信纸, 每包 12 个,279.28,9,0,56.28
7674, US-2016-2130965,42565,42569, 标准级, 冯青-19570, 冯青, 消费者, 徐州, 江苏, 中国, 华东, 办公用-装订-10001505, 办公用品, 装订机, Cardinal 孔加固材料, 回收,81.88,11,0.37,6.3
7675, CN-2019-5598912,43494,43494, 当日, 袁丽-16285, 袁丽美, 小型企业, 辛集, 河北, 中国, 华北, 办公用-器具-10002119, 办公用品, 器具, KitchenAid 搅拌机, 红色,956.6,10,0,359.8
7676, CN-2019-5598912,43494,43494, 当日, 袁丽-16285, 袁丽美, 小型企业, 辛集, 河北, 中国, 华北, 家具-椅子-10001807, 家具, 椅子, SAFCO 折叠椅, 每套两件,2496.88,14,0,368.76
7677, US-2016-4084381,42681,42685, 标准级, 谭君-15265, 谭君, 公司, 忻州, 湖北, 中国, 中南, 办公用-用品-10001168, 办公用品, 用品, Acme 美工刀, 蓝色,351.52,11,0.37,-143.22
7678, CN-2016-4870971,42662,42667, 标准级, 巩达-11770, 巩达侠, 消费者, 深圳, 广东, 中国, 中南, 办公用-标签-10004207, 办公用品, 标签, Novimex 有色标签, 可调,322.96,14,0,2.52
7679, CN-2016-4870971,42662,42667, 标准级, 巩达-11770, 巩达侠, 消费者, 深圳, 广东, 中国, 中南, 办公用-标签-10002381, 办公用品, 标签, Harbour Creations 运输标签, 耐用,310.5,13,0,132.3
7680, CN-2016-4870971,42662,42667, 标准级, 巩达-11770, 巩达侠, 消费者, 深圳, 广东, 中国, 中南, 技术-配件-10000459, 技术, 配件, Memorex 路由器, 实惠,8076.86,15,0,2894.92
7681, US-2019-2089373,43471,43472, 一级, 谢斯-20950, 谢斯云, 公司, 湖州, 浙江, 中国, 华东, 家具-椅子-10001812, 家具, 椅子, Harbour Creations 折叠椅, 可调,596.128,10,0.37,-84.392
7682, CN-2017-4862116,43028,43032, 二级, 常盛-20305, 常盛, 消费者, 天津, 天津, 中国, 华北, 技术-设备-10002438, 技术, 设备, StarTech 打印机, 多色,2424.92,10,0,717.08
7683, CN-2017-4862116,43028,43032, 二级, 常盛-20305, 常盛, 消费者, 天津, 天津, 中国, 华北, 办公用-用品-10000180, 办公用品, 用品, Elite 大剪刀, 钢,467.16,10,0,47.6
7684, US-2017-5339863,42859,42863, 标准级, 潘涛-21205, 潘涛, 公司, 抚顺, 辽宁, 中国, 东北, 技术-配件-10000680, 技术, 配件, 贝尔金 记忆卡, 耐用,356.056,9,0.37,-75.264
7685, CN-2018-1398198,43432,43434, 二级, 邵娜-18565, 邵娜, 小型企业, 文登, 山东, 中国, 华东, 办公用-标签-10001292, 办公用品, 标签, Smead 文件夹标签, 白色,158.32,11,0,13.44
7686, CN-2018-1398198,43432,43434, 二级, 邵娜-18565, 邵娜, 小型企业, 文登, 山东, 中国, 华东, 技术-设备-10000554, 技术, 设备, 爱普生 卡片打印机, 红色,4712.8,14,0,2292.36
7687, CN-2018-1398198,43432,43434, 二级, 邵娜-18565, 邵娜, 小型企业, 文登, 山东, 中国, 华东, 办公用-纸张-10002317, 办公用品, 纸张, SanDisk 备忘录便条, 回收,191.64,10,0,43.96
7688, CN-2018-1398198,43432,43434, 二级, 邵娜-18565, 邵娜, 小型企业, 文登, 山东, 中国, 华东, 家具-用具-10000294, 家具, 用具, Tenex 灯泡, 一包多件,388.48,12,0,77.84
7689, CN-2019-2210906,43639,43643, 标准级, 薛君-15205, 薛君, 消费者, 成都, 四川, 中国, 西南, 办公用-用品-10004243, 办公用品, 用品, Acme 大剪刀, 钢,862.576,14,0.37,-0.504
7690, CN-2016-5693708,42716,42718, 二级, 康丽-15850, 康丽, 消费者, 渭南, 陕西, 中国, 西北, 家具-书架-10003232, 家具, 书架, 宜家 书库, 黑色,11948.84,15,0,476.28
7691, CN-2016-3025510,42721,42725, 标准级, 罗嫒-10060, 罗嫒, 小型企业, 深圳, 广东, 中国, 中南, 家具-用具-10004892, 家具, 用具, Advantus 分层置放架, 黑色,157.06,9,0,41.72
7692, CN-2016-3025510,42721,42725, 标准级, 罗嫒-10060, 罗嫒, 小型企业, 深圳, 广东, 中国, 中南, 家具-书架-10002576, 家具, 书架, Sauder 古典书架, 传统,6137.86,11,0,1525.86
7693, CN-2018-4225447,43333,43337, 二级, 冯巧-19450, 冯巧, 消费者, 鸡西, 黑龙江, 中国, 东北, 办公用-装订-10000833, 办公用品, 装订机, Acco 装订机, 耐用,344.8,12,0,89.6
7694, CN-2019-4480622,43767,43770, 二级, 万虹-13900, 万虹, 消费者, 洛阳, 福建, 中国, 华东, 技术-电话-10004899, 技术, 电话, 苹果 智能手机, 混合尺寸,622.7,9,0,94.08
7695, CN-2017-4750815,43097,43103, 标准级, 孙梦-18250, 孙梦, 公司, 潍坊, 山东, 中国, 华东, 办公用-装订-10002921, 办公用品, 装订机, Wilson Jones 打孔机, 透明,546.4,12,0,107.52
7696, US-2017-2042105,42906,42909, 二级, 涂丽-15955, 涂丽, 消费者, 武汉, 湖北, 中国, 中南, 办公用-装订-10002049, 办公用品, 装订机, Ibico 装订机盖, 透明,107.416,10,0.37,-28.224
7697, CN-2017-2686699,42963,42970, 标准级, 程蔓-17935, 程蔓楚, 消费者, 广州, 广东, 中国, 中南, 办公用-装订-10002538, 办公用品, 装订机, Acco 装订机, 透明,511.26,15,0,0
7698, CN-2019-3188485,43590,43592, 二级, 彭伟-21550, 彭伟, 小型企业, 上海, 上海, 中国, 华东, 技术-电话-10000073, 技术, 电话, 摩托罗拉 信号增强器, 混合尺寸,3440.2,13,0,646.8
7699, CN-2019-3188485,43590,43592, 二级, 彭伟-21550, 彭伟, 小型企业, 上海, 上海, 中国, 华东, 办公用-美术-10001002, 办公用品, 美术, Sanford 铅笔刀, 整包,277.6,10,0,60.76
7700, CN-2018-2162302,43397,43404, 标准级, 廖宣-20905, 廖宣, 消费者, 梨树, 吉林, 中国, 东北, 办公用-标签-10001294, 办公用品, 标签, Hon 合法证物标签, 耐用,349,14,0,90.72
